iid,i_year,i_Action,i_Adventure,i_Animation,i_Children's,i_Comedy,i_Crime,i_Documentary ,i_Drama ,i_Fantasy ,i_Film-Noir ,i_Horror ,i_Musical ,i_Mystery ,i_Romance ,i_Sci-Fi ,i_Thriller ,i_War ,i_Western,i_Other,i_Actor,i_Director
889,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3556,614
890,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1118
891,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2016,1118
892,7,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,94,299
893,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,296
894,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,1118
895,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,982,196
896,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,734,48
897,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3556,1118
898,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,310,96
899,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,266,1118
900,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3556,26
901,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,992,27
902,7,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,254,79
903,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,649,620
904,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2044,1118
905,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,797,622
906,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,142,497
907,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3556,1118
908,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2053,43
909,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2055,1118
910,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3556,1118
911,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12,626
912,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,943,1118
913,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,555,1118
914,8,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,106,629
915,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,28
916,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,192,160
917,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,24,495
918,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,178,537
919,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3556,1118
920,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,245,170
921,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,20,630
922,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173,391
923,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,8
924,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,655,88
925,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,352,362
926,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1811,563
927,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2082,631
928,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,806,520
929,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,990,1118
930,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,267,77
931,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,108,473
932,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,973,1118
933,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,685,420
934,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,116,635
935,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,674,636
936,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,735,1118
937,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,684,638
938,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,729,1118
939,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,293,1118
940,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,321,122
941,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,300,641
942,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,751,509
943,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1677,1118
944,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,14,635
945,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1206,502
946,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,643
947,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,191,56
948,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2000,646
949,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,648,638
950,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,162,1118
951,5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,769,251
952,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62,358
953,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,228,1118
954,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3556,1118
955,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,587,651
956,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,626
957,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,165,47
958,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,8
959,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,747,651
960,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,785,240
961,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,845,614
962,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,875,248
963,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,668,1118
964,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,195,501
965,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,408,502
966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1206,333
967,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3556,653
968,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1639,1118
969,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,114
970,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,655
971,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3556,1118
972,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,143,133
973,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3556,1118
974,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,686,127
975,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,896,170
976,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,212,1118
977,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,1118
978,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,501,1118
979,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,782,1118
980,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,649,1118
981,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2173,356
982,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,938,1118
983,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,991,1118
984,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,255,366
985,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1118
986,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,352,1118
987,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,272,1118
988,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,941,668
989,7,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1372,1118
990,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1376,480
991,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1677,1118
992,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,62,1118
993,7,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1601,93
994,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,267,1118
995,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2196,1118
996,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2197,1118
997,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,569,189
998,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,607,1118
999,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,233,486
1000,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,696,76
1001,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,996,183
1002,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,147,1118
1003,7,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1792,279
1004,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,413
1005,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,933,1118
1006,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1172,386
1007,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,887,1118
1008,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1789,1118
1009,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,232,680
1010,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1826,1118
1011,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,675,1118
1012,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3556,311
1013,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1677,683
1014,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1118
1015,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1195,1118
1016,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,369,1118
1017,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,321,1118
1018,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,631
1019,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1754,249
1020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1220,141
1021,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1258,1118
1022,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3556,464
1023,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94,515
1024,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1814,21
1025,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,688,1118
1026,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,634,1118
1027,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3556,1118
1028,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,500,691
1029,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,767,1118
1030,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,690,292
1031,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1118
1032,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2095,1118
1033,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,1118
1034,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,1118
1035,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,324,62
1036,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,954,1118
1037,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,684,1118
1038,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,582,1118
1039,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,265,82
1040,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,138,1118
1041,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,277,1118
1042,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,368,1118
1043,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,611,1118
1044,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,390,31
1045,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,655,187
1046,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,501,495
1047,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,228,189
1048,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1990,29
1049,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,485,1118
1050,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1499,445
1051,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,234,554
1052,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,992,193
1053,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,158,1118
1054,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,215,706
1055,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43,707
1056,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2283,227
1057,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,797,1118
1058,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,310,236
1059,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2290,1118
1060,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2292,423
1061,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,64,1118
1062,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,502,711
1063,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,472,622
1064,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2300,587
1065,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3556,1118
1066,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1118
1067,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3556,1118
1068,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3556,174
1069,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2312,715
1070,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,321,1118
1071,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,887,1118
1072,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,147,1118
1073,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,737,368
1074,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,648,131
1075,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1297,1118
1076,4,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,611,529
1077,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,697,1118
1078,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1118
1079,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1613,1118
1080,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3556,1118
1081,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1772,1118
1082,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2331,1118
1083,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,827,1118
1084,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,265,1118
1085,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,294,711
1086,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1900,350
1087,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3556,1118
1088,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,1118
1089,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,138,128
1090,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,340,418
1091,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2108,1118
1092,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,780,513
1093,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1717,1118
1094,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,1118
1095,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,767,1118
1096,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,182,1118
1097,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2349,735
1098,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,176,736
1099,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3556,1118
1100,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2355,737
1101,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,159,51
1102,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1118
1103,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2312,715
1104,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3556,1118
1105,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1363,1118
1106,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,747,651
1107,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,176,1118
1108,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,558,1118
1109,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16,471
1110,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,250,1118
1111,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3556,1118
1112,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,109,239
1113,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,162,620
1114,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1118
1115,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,639,1118
1116,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1238,1118
1117,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,181,85
1118,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3556,1118
1119,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1677,691
1120,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,179,1118
1121,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,112,1118
1122,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,430,1118
1123,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1258,381
1124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1482,1118
1125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2146,1118
1126,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1506,389
1127,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,110,187
1128,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3556,1118
1129,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2406,1118
1130,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3556,1118
1131,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,254,1118
1132,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,267,1118
1133,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1448,1118
1134,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1170,553
1135,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,108,54
1136,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,234,178
1137,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3556,1118
1138,7,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,943,43
1139,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1201,254
1140,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181,194
1141,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3556,1118
1142,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3556,1118
1143,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,196,274
1144,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3556,765
1145,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,649,766
1146,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2064,1118
1147,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,284,768
1148,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,405,1118
1149,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1109,770
1150,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,340,636
1151,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,906,1118
1152,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,138,393
1153,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1481,254
1154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2442,590
1155,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3556,773
1156,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2406,1118
1157,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,144,286
1158,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2453,1118
1159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3556,1118
1160,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1473,1118
1161,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1363,1118
1162,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3556,1118
1163,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,956,428
1164,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2197,442
1165,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,996,1118
1166,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,172,1118
1167,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,828,1118
1168,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,267,680
1169,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,196,784
1170,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2482,736
1171,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3556,1118
1172,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1247,141
1173,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1860,1118
1174,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,284,1118
1175,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3556,1118
1176,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,188,161
1177,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1269,668
1178,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1888,706
1179,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2292,1118
